sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;2.5;2;garage
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;0.5;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
sensor;1668457613;garage;2;2.5
